feature_key,feature_id,layer,model_id,source_keyword,explanation,x,y,z,nearest_neighbors
2-llamascope-res-32k:4241,4241,2-llamascope-res-32k,llama3.1-8b,feeling, expressions of understanding and realization,0.742400586605072,0.669426441192627,-0.02663944475352764,22-llamascope-res-32k:32342 | 2-llamascope-res-32k:28049 | 20-llamascope-res-32k:28937 | 8-llamascope-res-32k:10541 | 2-llamascope-res-32k:3693
21-llamascope-res-32k:5779,5779,21-llamascope-res-32k,llama3.1-8b,feeling, expressions of excitement and confidence about experiences or opportunities,0.7732208967208862,0.5751503705978394,0.2670796513557434,1-llamascope-res-32k:31512 | 24-llamascope-res-32k:15681 | 19-llamascope-res-32k:3349 | 21-llamascope-res-32k:4662 | 2-llamascope-res-32k:15629
4-llamascope-res-32k:6538,6538,4-llamascope-res-32k,llama3.1-8b,feeling,words and phrases that convey a positive or agreeable experience,0.7478077411651611,0.5813425183296204,0.3206625282764435,1-llamascope-res-32k:31512 | 4-llamascope-res-32k:2967 | 2-llamascope-res-32k:15629 | 2-llamascope-res-32k:22799 | 23-llamascope-res-32k:15359
3-llamascope-res-32k:2930,2930,3-llamascope-res-32k,llama3.1-8b,feeling, sentiment expressing disappointment,0.7767631411552429,0.6190558075904846,0.11579709500074387,3-llamascope-res-32k:31540 | 28-llamascope-res-32k:28642 | 20-llamascope-res-32k:28937 | 3-llamascope-res-32k:16151 | 22-llamascope-res-32k:21930
18-llamascope-res-32k:1151,1151,18-llamascope-res-32k,llama3.1-8b,feeling,complex emotional and psychological experiences,0.7490916848182678,0.6515687108039856,0.11966542899608612,19-llamascope-res-32k:3946 | 24-llamascope-res-32k:18720 | 26-llamascope-res-32k:30221 | 21-llamascope-res-32k:14049 | 18-llamascope-res-32k:25961
11-llamascope-res-32k:6107,6107,11-llamascope-res-32k,llama3.1-8b,feeling, sentiments of uncertainty and the weighing of options,0.7693974375724792,0.6330715417861938,0.0851350873708725,4-llamascope-res-32k:26763 | 20-llamascope-res-32k:19623 | 21-llamascope-res-32k:13782 | 26-llamascope-res-32k:26763 | 5-llamascope-res-32k:17022
24-llamascope-res-32k:15681,15681,24-llamascope-res-32k,llama3.1-8b,feeling,excitement or exhilarating experiences,0.7706825733184814,0.5787666440010071,0.2666037082672119,21-llamascope-res-32k:5779 | 21-llamascope-res-32k:14049 | 2-llamascope-res-32k:15629 | 1-llamascope-res-32k:31512 | 24-llamascope-res-32k:16941
4-llamascope-res-32k:14252,14252,4-llamascope-res-32k,llama3.1-8b,sentiment,emotional expressions or sentiments,-0.08891432732343674,0.9513012766838074,0.2951611280441284,24-llamascope-res-32k:28483 | 31-llamascope-res-32k:12799 | 13-llamascope-res-32k:9449 | 9-llamascope-res-32k:16498 | 1-llamascope-res-32k:23915
0-llamascope-res-32k:16278,16278,0-llamascope-res-32k,llama3.1-8b,sentiment, expressions of sentiment or emotional context,-0.09416906535625458,0.9511193037033081,0.2941162586212158,0-llamascope-res-32k:30098 | 24-llamascope-res-32k:28483 | 31-llamascope-res-32k:12799 | 9-llamascope-res-32k:16498 | 29-llamascope-res-32k:10690
24-llamascope-res-32k:28483,28483,24-llamascope-res-32k,llama3.1-8b,sentiment, emotional expressions or sentiments,-0.09353001415729523,0.9435834884643555,0.3176513612270355,31-llamascope-res-32k:12799 | 4-llamascope-res-32k:14252 | 24-llamascope-res-32k:5970 | 18-llamascope-res-32k:22429 | 13-llamascope-res-32k:9449
4-llamascope-res-32k:14207,14207,4-llamascope-res-32k,llama3.1-8b,sentiment, positive sentiment or approval,-0.20496055483818054,0.9177118539810181,0.3402881920337677,14-llamascope-res-32k:30408 | 9-llamascope-res-32k:26548 | 4-llamascope-res-32k:14252 | 18-llamascope-res-32k:18988 | 24-llamascope-res-32k:28483
13-llamascope-res-32k:9449,9449,13-llamascope-res-32k,llama3.1-8b,sentiment,expressions of emotion or sentiment,-0.0677969753742218,0.9450370073318481,0.3198573887348175,9-llamascope-res-32k:16498 | 31-llamascope-res-32k:12799 | 24-llamascope-res-32k:28483 | 13-llamascope-res-32k:20703 | 9-llamascope-res-32k:30288
16-llamascope-res-32k:17953,17953,16-llamascope-res-32k,llama3.1-8b,sentiment,emotions or sentiments tied to affection and appreciation,-0.17343023419380188,0.9454841613769531,0.27564796805381775,16-llamascope-res-32k:4839 | 31-llamascope-res-32k:12799 | 19-llamascope-res-32k:13687 | 19-llamascope-res-32k:17599 | 16-llamascope-res-32k:29185
14-llamascope-res-32k:30408,30408,14-llamascope-res-32k,llama3.1-8b,sentiment,sentiments of optimism or positivity,-0.21519921720027924,0.9166443943977356,0.3368270993232727,4-llamascope-res-32k:14207 | 29-llamascope-res-32k:26305 | 24-llamascope-res-32k:28483 | 4-llamascope-res-32k:14252 | 9-llamascope-res-32k:26548
0-llamascope-res-32k:30098,30098,0-llamascope-res-32k,llama3.1-8b,sentiment, expressions of feelings or sentiments,-0.05295076593756676,0.9481695890426636,0.3133220374584198,0-llamascope-res-32k:16278 | 31-llamascope-res-32k:12799 | 24-llamascope-res-32k:28483 | 13-llamascope-res-32k:9449 | 23-llamascope-res-32k:10370
7-llamascope-res-32k:21634,21634,7-llamascope-res-32k,llama3.1-8b,sentiment, expressions of sentiment and subjective feelings,-0.34780001640319824,0.8918296098709106,0.2892662286758423,21-llamascope-res-32k:22182 | 27-llamascope-res-32k:31190 | 7-llamascope-res-32k:31060 | 13-llamascope-res-32k:20703 | 26-llamascope-res-32k:13363
2-llamascope-res-32k:30286,30286,2-llamascope-res-32k,llama3.1-8b,sentiment, expressions of emotion and sentiment,-0.3703598380088806,0.8661678433418274,0.33553966879844666,27-llamascope-res-32k:31190 | 26-llamascope-res-32k:13363 | 31-llamascope-res-32k:12799 | 1-llamascope-res-32k:23915 | 5-llamascope-res-32k:20343
27-llamascope-res-32k:31190,31190,27-llamascope-res-32k,llama3.1-8b,sentiment, expressions of emotion and sentiment,-0.38057470321655273,0.8650786280632019,0.32680559158325195,26-llamascope-res-32k:13363 | 31-llamascope-res-32k:12799 | 1-llamascope-res-32k:23915 | 19-llamascope-res-32k:17599 | 2-llamascope-res-32k:30286
26-llamascope-res-32k:13363,13363,26-llamascope-res-32k,llama3.1-8b,sentiment, expressions of emotion and sentiment,-0.4027007520198822,0.8635323643684387,0.30355244874954224,27-llamascope-res-32k:31190 | 13-llamascope-res-32k:20703 | 2-llamascope-res-32k:30286 | 1-llamascope-res-32k:23915 | 31-llamascope-res-32k:12799
31-llamascope-res-32k:12799,12799,31-llamascope-res-32k,llama3.1-8b,sentiment, expressions of emotion or sentiment,-0.08799948543310165,0.9387487173080444,0.33317697048187256,24-llamascope-res-32k:28483 | 13-llamascope-res-32k:9449 | 27-llamascope-res-32k:31190 | 0-llamascope-res-32k:30098 | 2-llamascope-res-32k:30286
3-llamascope-res-32k:11974,11974,3-llamascope-res-32k,llama3.1-8b,sentiment, expressions of sentiment or emotional reflections,-0.057631853967905045,0.9427632093429565,0.3284449875354767,31-llamascope-res-32k:12799 | 13-llamascope-res-32k:9449 | 24-llamascope-res-32k:28483 | 3-llamascope-res-32k:31540 | 4-llamascope-res-32k:14252
14-llamascope-res-32k:5331,5331,14-llamascope-res-32k,llama3.1-8b,sentiment, text that expresses emotional resonance or sentiment,-0.14013515412807465,0.9490620493888855,0.28221142292022705,24-llamascope-res-32k:5970 | 2-llamascope-res-32k:7638 | 31-llamascope-res-32k:12799 | 24-llamascope-res-32k:28483 | 13-llamascope-res-32k:9449
21-llamascope-res-32k:29846,29846,21-llamascope-res-32k,llama3.1-8b,sentiment,emotional attitudes and sentiments towards individuals or groups,-0.2548101246356964,0.9117210507392883,0.3222370147705078,21-llamascope-res-32k:22182 | 22-llamascope-res-32k:5689 | 24-llamascope-res-32k:28483 | 16-llamascope-res-32k:4839 | 15-llamascope-res-32k:26865
13-llamascope-res-32k:20703,20703,13-llamascope-res-32k,llama3.1-8b,sentiment, expressions of emotions and sentiments,-0.39622142910957336,0.8699044585227966,0.2937256693840027,26-llamascope-res-32k:13363 | 27-llamascope-res-32k:31190 | 13-llamascope-res-32k:9449 | 11-llamascope-res-32k:8733 | 1-llamascope-res-32k:23915
9-llamascope-res-32k:5090,5090,9-llamascope-res-32k,llama3.1-8b,sentiment, expressions of emotions and sentiments,-0.3133660554885864,0.8778809905052185,0.36211416125297546,9-llamascope-res-32k:30288 | 9-llamascope-res-32k:16498 | 13-llamascope-res-32k:9449 | 19-llamascope-res-32k:17599 | 31-llamascope-res-32k:12799
18-llamascope-res-32k:18988,18988,18-llamascope-res-32k,llama3.1-8b,sentiment,positive sentiment indicators or expressions of approval,-0.20045684278011322,0.9174541234970093,0.34364962577819824,9-llamascope-res-32k:26548 | 18-llamascope-res-32k:22429 | 4-llamascope-res-32k:14207 | 14-llamascope-res-32k:30408 | 31-llamascope-res-32k:19134
29-llamascope-res-32k:26305,26305,29-llamascope-res-32k,llama3.1-8b,sentiment,sentiments related to optimism in market conditions,-0.23461392521858215,0.9142639636993408,0.33026930689811707,14-llamascope-res-32k:30408 | 29-llamascope-res-32k:10690 | 9-llamascope-res-32k:26548 | 27-llamascope-res-32k:31190 | 1-llamascope-res-32k:23915
29-llamascope-res-32k:10690,10690,29-llamascope-res-32k,llama3.1-8b,sentiment,emotions and sentiments expressed in various contexts,-0.3204529583454132,0.9010360836982727,0.2923077642917633,31-llamascope-res-32k:12799 | 1-llamascope-res-32k:23915 | 27-llamascope-res-32k:31190 | 19-llamascope-res-32k:17599 | 9-llamascope-res-32k:30288
31-llamascope-res-32k:19134,19134,31-llamascope-res-32k,llama3.1-8b,sentiment, markers of strong emotional or expressive sentiment,-0.12996503710746765,0.9238085150718689,0.3601207137107849,31-llamascope-res-32k:12799 | 16-llamascope-res-32k:29185 | 24-llamascope-res-32k:28483 | 13-llamascope-res-32k:9449 | 31-llamascope-res-32k:1174
23-llamascope-res-32k:15355,15355,23-llamascope-res-32k,llama3.1-8b,sentiment, words related to sentiment and emotional expression,-0.3052074909210205,0.9081048369407654,0.2866951525211334,1-llamascope-res-32k:23915 | 26-llamascope-res-32k:13363 | 5-llamascope-res-32k:20343 | 19-llamascope-res-32k:17599 | 27-llamascope-res-32k:31190
22-llamascope-res-32k:5689,5689,22-llamascope-res-32k,llama3.1-8b,sentiment,emotional reactions and sentiments,-0.36096635460853577,0.8732593655586243,0.32729411125183105,1-llamascope-res-32k:23915 | 19-llamascope-res-32k:17599 | 5-llamascope-res-32k:20343 | 24-llamascope-res-32k:28483 | 27-llamascope-res-32k:31190
14-llamascope-res-32k:12717,12717,14-llamascope-res-32k,llama3.1-8b,sentiment,significant sentiment expressions and emotional tones,-0.22001923620700836,0.911017894744873,0.34876617789268494,19-llamascope-res-32k:17599 | 31-llamascope-res-32k:19134 | 16-llamascope-res-32k:29185 | 11-llamascope-res-32k:8733 | 13-llamascope-res-32k:20703
31-llamascope-res-32k:19458,19458,31-llamascope-res-32k,llama3.1-8b,sentiment, personal sentiments and emotional connections,-0.3042680323123932,0.9041320085525513,0.2999434769153595,15-llamascope-res-32k:26865 | 25-llamascope-res-32k:3055 | 23-llamascope-res-32k:26436 | 1-llamascope-res-32k:23915 | 11-llamascope-res-32k:8733
24-llamascope-res-32k:5970,5970,24-llamascope-res-32k,llama3.1-8b,sentiment,emotionally charged expressions or sentiments,-0.11481660604476929,0.9471892714500427,0.2994154095649719,24-llamascope-res-32k:28483 | 31-llamascope-res-32k:12799 | 4-llamascope-res-32k:14252 | 19-llamascope-res-32k:17599 | 2-llamascope-res-32k:7638
23-llamascope-res-32k:10370,10370,23-llamascope-res-32k,llama3.1-8b,sentiment, expressions of emotion or personal sentiment,-0.06761640310287476,0.9313035011291504,0.35791298747062683,24-llamascope-res-32k:28483 | 13-llamascope-res-32k:9449 | 25-llamascope-res-32k:3055 | 31-llamascope-res-32k:12799 | 21-llamascope-res-32k:22182
18-llamascope-res-32k:22429,22429,18-llamascope-res-32k,llama3.1-8b,sentiment, expressions of sentiment or emotional states,-0.12238380312919617,0.9411359429359436,0.3150957226753235,24-llamascope-res-32k:28483 | 31-llamascope-res-32k:12799 | 18-llamascope-res-32k:4631 | 19-llamascope-res-32k:17599 | 4-llamascope-res-32k:14252
5-llamascope-res-32k:1800,1800,5-llamascope-res-32k,llama3.1-8b,sentiment, expressions of sentiment and emotional responses,-0.40372100472450256,0.8441036343574524,0.3528432846069336,5-llamascope-res-32k:20343 | 19-llamascope-res-32k:17599 | 18-llamascope-res-32k:4631 | 1-llamascope-res-32k:23915 | 2-llamascope-res-32k:30286
1-llamascope-res-32k:23915,23915,1-llamascope-res-32k,llama3.1-8b,sentiment, emotional expressions and sentiments,-0.3687668442726135,0.8702678084373474,0.32656532526016235,19-llamascope-res-32k:17599 | 27-llamascope-res-32k:31190 | 3-llamascope-res-32k:31540 | 9-llamascope-res-32k:30288 | 5-llamascope-res-32k:20343
9-llamascope-res-32k:30288,30288,9-llamascope-res-32k,llama3.1-8b,sentiment, emotional expressions and sentiments,-0.32899010181427,0.8722251057624817,0.36192405223846436,9-llamascope-res-32k:5090 | 9-llamascope-res-32k:16498 | 1-llamascope-res-32k:23915 | 3-llamascope-res-32k:31540 | 13-llamascope-res-32k:9449
19-llamascope-res-32k:17599,17599,19-llamascope-res-32k,llama3.1-8b,sentiment, emotional expressions and sentiments,-0.37454450130462646,0.8711154460906982,0.3176070749759674,1-llamascope-res-32k:23915 | 27-llamascope-res-32k:31190 | 11-llamascope-res-32k:8733 | 9-llamascope-res-32k:30288 | 26-llamascope-res-32k:13363
3-llamascope-res-32k:31540,31540,3-llamascope-res-32k,llama3.1-8b,sentiment, emotional expressions and sentiments,-0.3907179534435272,0.8533050417900085,0.34526804089546204,1-llamascope-res-32k:23915 | 5-llamascope-res-32k:20343 | 9-llamascope-res-32k:30288 | 27-llamascope-res-32k:31190 | 19-llamascope-res-32k:17599
9-llamascope-res-32k:26548,26548,9-llamascope-res-32k,llama3.1-8b,sentiment,positive sentiments and expressions of approval,-0.21719186007976532,0.917457103729248,0.33331671357154846,9-llamascope-res-32k:30288 | 9-llamascope-res-32k:5090 | 9-llamascope-res-32k:16498 | 4-llamascope-res-32k:14207 | 18-llamascope-res-32k:18988
21-llamascope-res-32k:22182,22182,21-llamascope-res-32k,llama3.1-8b,sentiment, expressions of subjective sentiment or emotional responses,-0.11367595195770264,0.9244719743728638,0.3639085292816162,23-llamascope-res-32k:10370 | 7-llamascope-res-32k:21634 | 24-llamascope-res-32k:28483 | 31-llamascope-res-32k:12799 | 21-llamascope-res-32k:29846
31-llamascope-res-32k:1174,1174,31-llamascope-res-32k,llama3.1-8b,sentiment,descriptive emotional states or sentiments,-0.11588187515735626,0.9517187476158142,0.2842584252357483,31-llamascope-res-32k:12799 | 24-llamascope-res-32k:28483 | 18-llamascope-res-32k:22429 | 18-llamascope-res-32k:1107 | 31-llamascope-res-32k:19134
12-llamascope-res-32k:25947,25947,12-llamascope-res-32k,llama3.1-8b,sentiment, emotional sentiments and expressions of satisfaction or dissatisfaction,-0.16366919875144958,0.9386023283004761,0.3037072718143463,31-llamascope-res-32k:12799 | 24-llamascope-res-32k:28483 | 19-llamascope-res-32k:17599 | 1-llamascope-res-32k:23915 | 13-llamascope-res-32k:9449
16-llamascope-res-32k:4839,4839,16-llamascope-res-32k,llama3.1-8b,sentiment,"expressions of emotion or sentiment regarding objects, people, or situations",-0.13082070648670197,0.9475505948066711,0.29160550236701965,31-llamascope-res-32k:12799 | 24-llamascope-res-32k:28483 | 18-llamascope-res-32k:22429 | 9-llamascope-res-32k:16498 | 13-llamascope-res-32k:9449
18-llamascope-res-32k:1107,1107,18-llamascope-res-32k,llama3.1-8b,sentiment, sentiments and emotional states expressed in the text,-0.2976386845111847,0.91228187084198,0.28134140372276306,7-llamascope-res-32k:31060 | 18-llamascope-res-32k:22429 | 11-llamascope-res-32k:8733 | 19-llamascope-res-32k:17599 | 29-llamascope-res-32k:10690
25-llamascope-res-32k:3055,3055,25-llamascope-res-32k,llama3.1-8b,sentiment,expressions of personal sentiment and emotion,-0.37054815888404846,0.8741085529327393,0.31405124068260193,15-llamascope-res-32k:26865 | 23-llamascope-res-32k:10370 | 26-llamascope-res-32k:13363 | 27-llamascope-res-32k:31190 | 1-llamascope-res-32k:23915
9-llamascope-res-32k:16498,16498,9-llamascope-res-32k,llama3.1-8b,sentiment, expressions of sentiment or emotional reactions,-0.08826149255037308,0.948697030544281,0.303617924451828,13-llamascope-res-32k:9449 | 9-llamascope-res-32k:30288 | 24-llamascope-res-32k:28483 | 9-llamascope-res-32k:5090 | 31-llamascope-res-32k:12799
16-llamascope-res-32k:29185,29185,16-llamascope-res-32k,llama3.1-8b,sentiment, instances of strong sentiment or emotions,-0.1412540078163147,0.9305514097213745,0.3378184139728546,9-llamascope-res-32k:16498 | 31-llamascope-res-32k:12799 | 24-llamascope-res-32k:28483 | 18-llamascope-res-32k:22429 | 13-llamascope-res-32k:9449
11-llamascope-res-32k:8733,8733,11-llamascope-res-32k,llama3.1-8b,sentiment,emotional expressions and sentiments,-0.35212400555610657,0.8809933066368103,0.3160055875778198,1-llamascope-res-32k:23915 | 27-llamascope-res-32k:31190 | 19-llamascope-res-32k:17599 | 18-llamascope-res-32k:4631 | 13-llamascope-res-32k:20703
5-llamascope-res-32k:20343,20343,5-llamascope-res-32k,llama3.1-8b,sentiment,emotional expressions and sentiments,-0.39640742540359497,0.8504665493965149,0.34578579664230347,1-llamascope-res-32k:23915 | 3-llamascope-res-32k:31540 | 5-llamascope-res-32k:1800 | 19-llamascope-res-32k:17599 | 2-llamascope-res-32k:30286
29-llamascope-res-32k:14238,14238,29-llamascope-res-32k,llama3.1-8b,sentiment, collective sentiment about events and trends,-0.24308991432189941,0.9112022519111633,0.33259254693984985,21-llamascope-res-32k:29846 | 29-llamascope-res-32k:10690 | 22-llamascope-res-32k:5689 | 29-llamascope-res-32k:26305 | 1-llamascope-res-32k:23915
18-llamascope-res-32k:4631,4631,18-llamascope-res-32k,llama3.1-8b,sentiment,expressions of emotional responses and sentiments,-0.3789236843585968,0.8691260814666748,0.3178625702857971,11-llamascope-res-32k:8733 | 26-llamascope-res-32k:13363 | 1-llamascope-res-32k:23915 | 18-llamascope-res-32k:22429 | 19-llamascope-res-32k:17599
17-llamascope-res-32k:1731,1731,17-llamascope-res-32k,llama3.1-8b,sentiment, negative sentiments or emotions,-0.15337564051151276,0.9286084175109863,0.3378789722919464,31-llamascope-res-32k:12799 | 24-llamascope-res-32k:28483 | 19-llamascope-res-32k:17599 | 18-llamascope-res-32k:22429 | 16-llamascope-res-32k:29185
7-llamascope-res-32k:31060,31060,7-llamascope-res-32k,llama3.1-8b,sentiment,emotional expressions and sentiments in the text,-0.34915077686309814,0.8889498114585876,0.2964152991771698,2-llamascope-res-32k:7638 | 18-llamascope-res-32k:1107 | 27-llamascope-res-32k:31190 | 7-llamascope-res-32k:21634 | 1-llamascope-res-32k:23915
15-llamascope-res-32k:26865,26865,15-llamascope-res-32k,llama3.1-8b,sentiment,personal opinions and expressions of emotional sentiment,-0.3361130356788635,0.8905888199806213,0.3063974380493164,25-llamascope-res-32k:3055 | 19-llamascope-res-32k:17599 | 1-llamascope-res-32k:23915 | 31-llamascope-res-32k:19458 | 23-llamascope-res-32k:10370
2-llamascope-res-32k:7638,7638,2-llamascope-res-32k,llama3.1-8b,sentiment,emotional or sentimental expressions in the text,-0.09146009385585785,0.9552291631698608,0.2813756763935089,7-llamascope-res-32k:31060 | 24-llamascope-res-32k:28483 | 4-llamascope-res-32k:14252 | 24-llamascope-res-32k:5970 | 31-llamascope-res-32k:12799
